Projeto_ID,Projeto_name,Duracao_meses,Orcamento_R$,Tamanho_da_Equipe,RecursosDisponiveis,cargoFuncionario,Sucesso
PROJ_0935,Sistema de Qualidade,3.9,100961.71,2,médio,Gerente de Desenvolvimento,1
PROJ_0936,Sistema de Gestão Empresarial,5.9,192671.26,2,alto,Desenvolvedor Senior,1
PROJ_0937,Portal Interno,6.5,217181.7,2,médio,Coordenador de TI,1
PROJ_0938,Portal de Relatórios Mobile,6.8,310579.77,2,médio,Analista de Sistemas,1
PROJ_0939,Sistema Financeiro,8.2,224168.42,2,médio,Especialista em Dados,0
PROJ_0940,Sistema de Estoque Advanced,5.6,181303.57,2,baixo,Consultor Técnico,1
PROJ_0941,App de Atendimento,6.4,230309.99,2,baixo,Gerente de Desenvolvimento,1
PROJ_0942,Sistema de Manutenção,7.2,233007.41,2,alto,Coordenador de TI,1
PROJ_0943,Sistema Financeiro,3.8,163744.82,2,baixo,Especialista em Dados,0
PROJ_0944,Sistema de Manutenção Web,10.1,1032427.71,4,baixo,Arquiteto de Software,0
PROJ_0945,App de Controle de Acesso,2.1,83011.25,2,médio,Coordenador de TI,1
PROJ_0946,Plataforma IoT V2,8.9,736073.54,4,baixo,Desenvolvedor Senior,1
PROJ_0947,Sistema CRM Pro,8.7,290010.91,2,médio,Analista de Sistemas,0
PROJ_0948,Plataforma de Vendas,3.8,105869.61,2,alto,Líder Técnico,1
PROJ_0949,Plataforma E-commerce,2.6,97723.2,2,médio,Gerente de Desenvolvimento,1
PROJ_0950,Dashboard Analytics,6.6,195365.56,2,alto,Consultor Técnico,0
PROJ_0951,Sistema de Backup,3.4,105201.4,2,baixo,Analista de Sistemas,1
PROJ_0952,Sistema de Produção Pro,2.6,75816.16,2,baixo,Analista de Sistemas,1
PROJ_0953,Dashboard Analytics,6.3,288782.38,2,alto,Especialista em Dados,0
PROJ_0954,Sistema de Manutenção Pro,4.1,208598.72,2,alto,Gerente de Projetos,1
PROJ_0955,App de Logística Advanced,5.1,138952.95,2,médio,Consultor Técnico,1
PROJ_0956,Plataforma de Vendas,15.8,1166043.66,4,alto,Gerente de Desenvolvimento,0
PROJ_0957,Plataforma IoT,5.6,149368.59,2,alto,Especialista em Dados,1
PROJ_0958,App de Logística Mobile,6.4,219834.26,2,médio,Gerente de Projetos,1
PROJ_0959,Sistema de Segurança,4.3,257157.83,4,baixo,Arquiteto de Software,1
PROJ_0960,App Mobile de Vendas Mobile,4.6,167616.32,2,médio,Arquiteto de Software,1
PROJ_0961,Dashboard Analytics,8.7,249441.22,2,médio,Líder Técnico,1
PROJ_0962,Portal de Documentos,3.0,97119.89,2,alto,Especialista em Dados,1
PROJ_0963,Sistema de Produção,4.4,130622.03,2,alto,Líder Técnico,1
PROJ_0964,Sistema de Estoque Mobile,2.2,57123.6,2,baixo,Tech Lead,0
PROJ_0965,Sistema de Produção,4.2,122891.17,2,médio,Gerente de Projetos,1
PROJ_0966,App de Comunicação,4.0,105453.47,2,médio,Consultor Técnico,0
PROJ_0967,Sistema de RH,5.9,189169.29,2,baixo,Coordenador de TI,1
PROJ_0968,Portal de Documentos,3.7,120788.55,2,alto,Desenvolvedor Senior,1
PROJ_0969,Sistema CRM,3.1,97547.79,2,médio,Gerente de Projetos,0
PROJ_0970,Sistema de Qualidade V2,11.4,359497.33,2,médio,Especialista em Dados,1
PROJ_0971,Portal de Treinamento,6.2,154065.84,2,médio,Desenvolvedor Senior,1
PROJ_0972,Sistema de RH,6.4,386847.1,3,médio,Líder Técnico,1
PROJ_0973,Sistema de Backup,18.3,2100356.81,5,médio,Líder Técnico,1
PROJ_0974,App de Atendimento,3.4,114612.87,2,médio,Líder Técnico,1
PROJ_0975,Plataforma E-commerce,4.7,145401.92,2,baixo,Desenvolvedor Senior,1
PROJ_0976,Sistema de Segurança Pro,9.5,207851.38,2,alto,Consultor Técnico,1
PROJ_0977,Portal Interno,6.1,211333.63,2,médio,Analista de Sistemas,1
PROJ_0978,Plataforma de Cursos,4.4,132430.29,2,alto,Arquiteto de Software,1
PROJ_0979,Sistema CRM,12.8,358581.51,2,baixo,Consultor Técnico,0
PROJ_0980,Sistema de Compras,4.1,109282.4,2,médio,Coordenador de TI,1
PROJ_0981,Plataforma E-commerce,4.5,103483.04,2,alto,Gerente de Desenvolvimento,1
PROJ_0982,App de Controle de Acesso Pro,3.7,114938.62,2,baixo,Analista de Sistemas,0
PROJ_0983,Sistema de Backup,9.8,305257.85,2,baixo,Desenvolvedor Senior,0
PROJ_0984,Plataforma E-commerce,2.6,131921.59,2,médio,Desenvolvedor Senior,1
PROJ_0985,App de Comunicação,3.8,140456.07,2,médio,Gerente de Desenvolvimento,1
PROJ_0986,App de Logística Web,9.1,313491.9,2,alto,Arquiteto de Software,1
PROJ_0987,App de Atendimento,5.4,297649.6,3,baixo,Especialista em Dados,0
PROJ_0988,Portal do Cliente,2.4,79631.75,2,médio,Coordenador de TI,1
PROJ_0989,App de Monitoramento,6.8,234988.87,2,médio,Arquiteto de Software,1
PROJ_0990,Sistema de Backup,9.0,392859.24,3,baixo,Tech Lead,1
PROJ_0991,Sistema de Qualidade,9.7,397692.83,3,alto,Tech Lead,1
PROJ_0992,Portal de Relatórios Web,8.6,428413.07,2,baixo,Coordenador de TI,1
PROJ_0993,Portal de Documentos,9.4,456206.09,3,baixo,Tech Lead,1
PROJ_0994,Portal de Treinamento Mobile,19.8,2277850.02,7,médio,Gerente de Desenvolvimento,1
PROJ_0995,Sistema de RH,3.0,70754.28,2,médio,Desenvolvedor Senior,0
PROJ_0996,App de Logística Pro,8.5,396725.04,3,baixo,Tech Lead,1
PROJ_0997,Sistema de Produção,5.7,158308.98,2,baixo,Líder Técnico,0
PROJ_0998,Portal de Treinamento,6.0,224211.28,2,médio,Tech Lead,1
PROJ_0999,Sistema de Compras,5.4,242391.73,2,médio,Gerente de Projetos,1
PROJ_1000,App Mobile de Vendas Advanced,5.3,377460.97,4,alto,Gerente de Projetos,1
PROJ_1001,Sistema de Estoque,7.4,235842.83,2,baixo,Analista de Sistemas,0
PROJ_1002,Sistema de Qualidade,6.6,240878.96,2,baixo,Gerente de Desenvolvimento,1
PROJ_1003,Sistema de RH,13.6,1349402.93,5,baixo,Analista de Sistemas,1
PROJ_1004,Sistema de Compras,6.8,322921.02,3,baixo,Analista de Sistemas,1
PROJ_1005,Portal de Treinamento,3.4,135636.03,2,médio,Arquiteto de Software,1
PROJ_1006,Portal do Cliente,2.8,74616.68,2,alto,Arquiteto de Software,1
PROJ_1007,Portal do Cliente,4.6,216674.31,2,médio,Analista de Sistemas,0
PROJ_1008,App Mobile de Vendas,3.1,114320.22,2,alto,Arquiteto de Software,1
PROJ_1009,Portal de Documentos,6.0,204656.71,2,alto,Desenvolvedor Senior,1
PROJ_1010,Portal de Fornecedores,5.1,103973.65,2,médio,Coordenador de TI,1
PROJ_1011,Sistema de Gestão Empresarial V2,2.6,100610.23,2,baixo,Analista de Sistemas,1
PROJ_1012,Portal de Relatórios Web,3.8,109168.53,2,alto,Especialista em Dados,1
PROJ_1013,Sistema de Gestão Empresarial Pro,8.5,519613.67,4,médio,Coordenador de TI,1
PROJ_1014,Portal de Treinamento,2.2,88859.7,2,alto,Analista de Sistemas,1
PROJ_1015,App de Logística Advanced,6.3,445176.45,4,médio,Coordenador de TI,1
PROJ_1016,Portal de Documentos,15.6,1345564.42,6,alto,Coordenador de TI,1
PROJ_1017,Plataforma de Cursos,8.1,310765.77,2,médio,Arquiteto de Software,0
PROJ_1018,Plataforma E-commerce,3.6,153584.95,3,alto,Analista de Sistemas,1
PROJ_1019,App de Atendimento,2.9,73040.76,2,alto,Analista de Sistemas,1
PROJ_1020,Portal do Cliente,3.0,90466.99,2,baixo,Gerente de Projetos,0
PROJ_1021,Sistema de Manutenção,6.1,213080.11,2,alto,Especialista em Dados,0
PROJ_1022,Sistema Financeiro,7.5,225310.18,2,baixo,Analista de Sistemas,0
PROJ_1023,App de Controle de Acesso,6.0,181547.87,2,baixo,Especialista em Dados,0
PROJ_1024,Portal de Treinamento V2,6.8,238494.88,2,baixo,Analista de Sistemas,0
PROJ_1025,App de Comunicação Web,8.8,288041.01,2,médio,Gerente de Desenvolvimento,1
PROJ_1026,Sistema Financeiro,3.6,135144.05,2,médio,Tech Lead,1
PROJ_1027,Sistema de Segurança Pro,11.1,376178.92,2,médio,Coordenador de TI,1
PROJ_1028,App de Delivery,5.4,293493.23,4,médio,Líder Técnico,1
PROJ_1029,Portal de Documentos,9.0,308355.28,2,baixo,Gerente de Projetos,0
PROJ_1030,Portal de Treinamento,5.0,208440.28,3,médio,Arquiteto de Software,1
PROJ_1031,Sistema de RH,14.9,470596.48,3,alto,Consultor Técnico,1
PROJ_1032,Sistema de RH,3.6,136324.79,2,baixo,Arquiteto de Software,1
PROJ_1033,App de Atendimento Plus,4.1,118949.87,2,baixo,Especialista em Dados,0
PROJ_1034,App de Monitoramento Advanced,3.5,108064.77,2,alto,Líder Técnico,1
PROJ_1035,Portal do Cliente,8.2,245835.27,2,baixo,Gerente de Projetos,1
PROJ_1036,Sistema Financeiro,6.6,605996.28,5,alto,Analista de Sistemas,1
PROJ_1037,App de Monitoramento,3.4,146624.02,2,alto,Líder Técnico,1
PROJ_1038,Portal de Fornecedores,3.7,111585.67,2,médio,Analista de Sistemas,1
PROJ_1039,App de Comunicação,7.4,163715.59,2,baixo,Coordenador de TI,0
PROJ_1040,Sistema de Gestão Empresarial,4.5,123560.82,2,baixo,Gerente de Projetos,0
PROJ_1041,Portal Interno V2,2.9,208943.41,4,médio,Gerente de Desenvolvimento,1
PROJ_1042,Plataforma de Vendas Web,12.9,1620912.21,7,alto,Consultor Técnico,1
PROJ_1043,App de Comunicação,2.5,67997.98,2,alto,Gerente de Desenvolvimento,1
PROJ_1044,Portal do Cliente,2.6,80535.45,2,alto,Consultor Técnico,1
PROJ_1045,Sistema de Manutenção V2,7.8,349053.36,3,baixo,Arquiteto de Software,1
PROJ_1046,Portal do Cliente,4.0,132644.48,2,baixo,Desenvolvedor Senior,1
PROJ_1047,Sistema de Segurança Pro,5.3,134880.43,2,médio,Gerente de Desenvolvimento,1
PROJ_1048,Portal de Relatórios,6.4,448571.84,3,baixo,Coordenador de TI,0
PROJ_1049,Sistema CRM,4.3,107710.94,2,médio,Desenvolvedor Senior,1
PROJ_1050,App Mobile de Vendas Advanced,8.7,378221.85,2,baixo,Coordenador de TI,0
PROJ_1051,Sistema de Qualidade,4.4,262127.79,3,alto,Gerente de Projetos,1
PROJ_1052,Sistema CRM,7.8,695435.85,5,baixo,Analista de Sistemas,0
PROJ_1053,Sistema de Estoque Plus,6.3,187138.42,2,baixo,Gerente de Projetos,1
PROJ_1054,Dashboard Analytics,3.2,138567.83,2,baixo,Tech Lead,0
PROJ_1055,Plataforma de Vendas,6.5,243228.05,3,médio,Arquiteto de Software,1
PROJ_1056,Dashboard Analytics,8.7,488539.86,3,alto,Arquiteto de Software,1
PROJ_1057,Portal de Documentos,7.4,177989.63,2,baixo,Gerente de Projetos,0
PROJ_1058,Plataforma de Cursos,3.2,103098.88,2,alto,Arquiteto de Software,1
PROJ_1059,Plataforma de Vendas Web,4.1,129000.47,2,alto,Líder Técnico,1
PROJ_1060,App de Atendimento Advanced,8.1,483401.49,3,médio,Consultor Técnico,1
PROJ_1061,Sistema Financeiro Mobile,3.2,125973.81,2,baixo,Analista de Sistemas,1
PROJ_1062,Sistema Financeiro V2,5.3,204205.19,2,médio,Líder Técnico,1
PROJ_1063,Plataforma IoT,2.7,91577.43,2,médio,Desenvolvedor Senior,0
PROJ_1064,Portal de Documentos,5.6,158388.5,2,baixo,Gerente de Projetos,0
PROJ_1065,Portal de Treinamento,12.5,892090.67,3,alto,Desenvolvedor Senior,1
PROJ_1066,App Mobile de Vendas,4.9,183574.9,2,baixo,Gerente de Desenvolvimento,0
PROJ_1067,App de Controle de Acesso V2,2.7,92816.72,2,médio,Consultor Técnico,1
PROJ_1068,Sistema de Segurança,4.8,146546.81,2,médio,Gerente de Desenvolvimento,1
PROJ_1069,App de Delivery,6.8,163161.15,2,médio,Gerente de Desenvolvimento,1
PROJ_1070,App de Controle de Acesso,4.3,387624.64,4,alto,Arquiteto de Software,1
PROJ_1071,Plataforma de BI Pro,2.9,285219.52,4,médio,Coordenador de TI,1
PROJ_1072,Plataforma de Vendas,2.8,105629.31,2,alto,Gerente de Projetos,1
PROJ_1073,Dashboard Analytics Mobile,6.6,232945.71,2,baixo,Gerente de Projetos,0
PROJ_1074,App de Monitoramento Advanced,3.9,134476.74,2,baixo,Arquiteto de Software,1
PROJ_1075,App de Comunicação,6.2,261007.44,2,alto,Tech Lead,1
PROJ_1076,Portal do Cliente,6.8,305523.86,2,baixo,Gerente de Projetos,1
PROJ_1077,Sistema Financeiro Mobile,3.9,138708.63,2,médio,Arquiteto de Software,0
PROJ_1078,Portal de Documentos,10.8,562850.32,3,alto,Especialista em Dados,1
PROJ_1079,Sistema Financeiro,2.6,93925.23,2,alto,Especialista em Dados,1
PROJ_1080,App de Comunicação,10.9,282994.71,2,médio,Consultor Técnico,1
PROJ_1081,App de Comunicação,4.5,141551.47,2,médio,Analista de Sistemas,1
PROJ_1082,Sistema de Gestão Empresarial,6.9,303673.86,2,médio,Gerente de Projetos,0
PROJ_1083,App de Delivery,4.0,118368.61,2,médio,Gerente de Projetos,1
PROJ_1084,Plataforma de Cursos Web,4.0,136069.36,2,baixo,Gerente de Desenvolvimento,1
PROJ_1085,Portal de Treinamento,5.0,152693.29,2,baixo,Arquiteto de Software,1
PROJ_1086,Sistema de Estoque Plus,4.2,294781.56,5,alto,Gerente de Desenvolvimento,1
PROJ_1087,App de Logística,6.2,249500.13,3,médio,Analista de Sistemas,1
PROJ_1088,Sistema de Backup V2,2.4,73272.56,2,médio,Desenvolvedor Senior,1
PROJ_1089,Sistema de Compras,4.8,200035.42,2,baixo,Gerente de Desenvolvimento,0
PROJ_1090,Sistema de Backup,6.4,271526.16,2,alto,Especialista em Dados,0
PROJ_1091,Portal de Documentos V2,7.3,509882.9,4,médio,Consultor Técnico,1
PROJ_1092,Plataforma E-commerce,4.7,129542.66,2,baixo,Gerente de Desenvolvimento,0
PROJ_1093,Portal do Cliente,3.8,149913.47,3,baixo,Gerente de Projetos,1
PROJ_1094,Portal de Fornecedores,8.2,258557.12,2,baixo,Analista de Sistemas,1
PROJ_1095,App de Delivery Pro,4.5,183651.74,2,baixo,Gerente de Desenvolvimento,1
PROJ_1096,Sistema de Backup,6.8,151789.99,2,alto,Tech Lead,1
PROJ_1097,Plataforma de Cursos,11.1,1281297.23,5,baixo,Desenvolvedor Senior,0
PROJ_1098,Portal do Cliente,4.1,134887.65,2,médio,Analista de Sistemas,1
PROJ_1099,App de Comunicação,5.6,194405.95,2,alto,Coordenador de TI,1
PROJ_1100,Plataforma E-commerce Advanced,3.2,88517.19,2,baixo,Especialista em Dados,0
PROJ_1101,Plataforma de Cursos,5.1,317435.82,3,médio,Consultor Técnico,1
PROJ_1102,Sistema Financeiro,7.5,281696.13,2,alto,Desenvolvedor Senior,1
PROJ_1103,Sistema de Qualidade,5.0,223840.0,2,baixo,Arquiteto de Software,0
PROJ_1104,Portal de Treinamento Plus,8.8,563804.21,3,baixo,Arquiteto de Software,1
PROJ_1105,Plataforma de BI,6.0,184485.16,2,baixo,Líder Técnico,1
PROJ_1106,App Mobile de Vendas Pro,8.8,327939.69,2,médio,Analista de Sistemas,1
PROJ_1107,Portal do Cliente,4.8,196290.11,2,médio,Tech Lead,1
PROJ_1108,App de Monitoramento,6.5,196478.96,2,médio,Arquiteto de Software,0
PROJ_1109,Portal Interno,5.2,167318.21,2,baixo,Analista de Sistemas,0
PROJ_1110,Sistema de Gestão Empresarial,8.3,443909.16,3,alto,Especialista em Dados,0
PROJ_1111,Sistema de Produção,7.7,266907.05,2,baixo,Desenvolvedor Senior,1
PROJ_1112,Sistema de Estoque,5.5,219137.31,2,médio,Analista de Sistemas,1
PROJ_1113,Sistema de Estoque Plus,6.4,357466.83,4,baixo,Analista de Sistemas,1
PROJ_1114,Sistema de RH,3.8,98701.22,2,baixo,Tech Lead,1
PROJ_1115,Plataforma IoT,4.4,130616.23,2,baixo,Coordenador de TI,0
PROJ_1116,Portal de Relatórios,3.0,123036.74,2,baixo,Coordenador de TI,0
PROJ_1117,Sistema de Gestão Empresarial,3.7,145020.74,2,baixo,Desenvolvedor Senior,0
PROJ_1118,Sistema de Compras,6.7,343744.32,2,baixo,Analista de Sistemas,0
PROJ_1119,Portal do Cliente,8.1,174943.12,2,baixo,Tech Lead,1
PROJ_1120,Sistema de Estoque Advanced,5.6,153090.09,2,médio,Gerente de Projetos,0
PROJ_1121,Dashboard Analytics,8.4,391304.99,3,baixo,Gerente de Desenvolvimento,1
PROJ_1122,Plataforma de BI,5.1,169510.5,2,alto,Especialista em Dados,1
PROJ_1123,Sistema de Gestão Empresarial,4.2,116843.71,2,alto,Gerente de Desenvolvimento,1
PROJ_1124,Dashboard Analytics,7.8,230790.71,2,alto,Analista de Sistemas,1
PROJ_1125,Portal Interno Plus,3.2,136475.16,2,alto,Gerente de Projetos,1
PROJ_1126,Sistema de Manutenção,3.1,88493.34,2,médio,Desenvolvedor Senior,0
PROJ_1127,App de Atendimento Advanced,8.9,554803.08,5,alto,Consultor Técnico,1
PROJ_1128,App de Logística Pro,3.6,140440.09,2,médio,Gerente de Desenvolvimento,1
PROJ_1129,Plataforma E-commerce,7.0,409531.86,3,médio,Consultor Técnico,1
PROJ_1130,App de Delivery,6.0,209120.85,2,baixo,Consultor Técnico,0
PROJ_1131,Sistema de Segurança Advanced,7.2,491636.32,3,alto,Tech Lead,1
PROJ_1132,App de Logística,7.9,240132.38,2,médio,Especialista em Dados,1
PROJ_1133,Sistema Financeiro,3.4,92739.75,2,baixo,Consultor Técnico,1
PROJ_1134,Plataforma de Cursos,5.1,192993.08,2,médio,Analista de Sistemas,1
PROJ_1135,Sistema de Gestão Empresarial,6.3,273277.58,2,baixo,Desenvolvedor Senior,0
PROJ_1136,Sistema de Gestão Empresarial,6.0,197903.13,2,médio,Arquiteto de Software,1
PROJ_1137,App Mobile de Vendas,11.7,312627.23,2,médio,Especialista em Dados,0
PROJ_1138,Plataforma de Vendas,7.6,290092.97,2,alto,Líder Técnico,1
PROJ_1139,App de Delivery,9.5,476256.57,3,alto,Coordenador de TI,1
PROJ_1140,App de Delivery,9.1,433761.54,4,baixo,Arquiteto de Software,1
PROJ_1141,Sistema de Produção,4.8,298733.41,3,médio,Gerente de Projetos,1
PROJ_1142,App de Comunicação,6.1,169615.89,2,alto,Desenvolvedor Senior,1
PROJ_1143,Portal de Relatórios,4.5,154785.04,2,médio,Gerente de Desenvolvimento,1
PROJ_1144,Sistema Financeiro,4.3,137359.32,2,baixo,Analista de Sistemas,1
PROJ_1145,Dashboard Analytics Pro,13.6,1189003.4,7,alto,Tech Lead,0
PROJ_1146,App de Controle de Acesso,5.3,124541.07,2,baixo,Tech Lead,0
PROJ_1147,Portal de Relatórios,3.2,114126.73,2,médio,Líder Técnico,1
PROJ_1148,Sistema de RH,2.6,65268.1,2,médio,Especialista em Dados,1
PROJ_1149,Sistema de Produção,6.6,811764.4,5,médio,Especialista em Dados,1
PROJ_1150,App Mobile de Vendas Plus,3.4,145816.68,3,alto,Líder Técnico,1
PROJ_1151,App de Delivery Advanced,5.4,262245.73,2,médio,Gerente de Projetos,0
PROJ_1152,Plataforma de Cursos,12.7,449166.25,2,médio,Desenvolvedor Senior,0
PROJ_1153,Sistema de Segurança Web,5.2,149537.33,2,baixo,Analista de Sistemas,0
PROJ_1154,App de Controle de Acesso,4.3,183522.63,2,baixo,Tech Lead,1
PROJ_1155,App Mobile de Vendas Mobile,3.5,95089.28,2,médio,Analista de Sistemas,1
PROJ_1156,App de Comunicação Mobile,12.5,633240.3,4,baixo,Tech Lead,0
PROJ_1157,Portal do Cliente,3.6,101935.57,2,baixo,Gerente de Desenvolvimento,0
PROJ_1158,Portal de Relatórios Pro,3.2,81883.53,2,baixo,Tech Lead,1
PROJ_1159,Plataforma E-commerce,7.1,265121.75,2,alto,Gerente de Desenvolvimento,1
PROJ_1160,Sistema de Segurança,10.1,391913.71,2,médio,Especialista em Dados,1
PROJ_1161,App de Atendimento,4.4,242719.52,4,alto,Consultor Técnico,1
PROJ_1162,Sistema de Backup,5.3,147121.57,2,médio,Líder Técnico,1
PROJ_1163,Sistema de Segurança,12.0,489683.04,2,médio,Líder Técnico,0
PROJ_1164,Plataforma de BI Pro,8.1,299112.85,2,médio,Arquiteto de Software,1
PROJ_1165,Plataforma E-commerce V2,4.6,155660.74,2,baixo,Líder Técnico,0
PROJ_1166,App de Monitoramento,9.0,532207.78,4,baixo,Líder Técnico,1
PROJ_1167,App Mobile de Vendas Pro,2.9,103779.08,2,médio,Líder Técnico,1
PROJ_1168,App de Delivery,12.5,939955.74,4,alto,Coordenador de TI,1
PROJ_1169,App de Controle de Acesso,4.0,108688.25,2,alto,Tech Lead,1
PROJ_1170,Portal de Documentos Pro,6.9,162631.74,2,baixo,Tech Lead,0
PROJ_1171,Dashboard Analytics,13.4,1769902.68,6,baixo,Coordenador de TI,0
PROJ_1172,Plataforma de BI,5.4,395131.1,4,baixo,Tech Lead,1
PROJ_1173,Sistema de Qualidade Plus,8.1,228465.84,2,médio,Desenvolvedor Senior,1
PROJ_1174,Sistema de Backup Pro,3.9,163586.59,2,médio,Coordenador de TI,1
PROJ_1175,Portal de Documentos Advanced,4.1,182368.58,2,baixo,Especialista em Dados,1
PROJ_1176,Portal de Documentos,4.1,169929.43,2,alto,Analista de Sistemas,0
PROJ_1177,Sistema de Compras,5.7,448289.5,4,médio,Gerente de Desenvolvimento,0
PROJ_1178,Sistema Financeiro,10.2,485093.0,4,médio,Coordenador de TI,1
PROJ_1179,Plataforma de BI,6.2,443155.5,5,médio,Líder Técnico,1
PROJ_1180,App de Atendimento,2.7,94421.02,3,alto,Desenvolvedor Senior,1
PROJ_1181,Dashboard Analytics,11.6,902743.18,4,baixo,Gerente de Projetos,0
PROJ_1182,Sistema CRM Pro,3.4,125368.22,2,alto,Coordenador de TI,1
PROJ_1183,Portal do Cliente,2.4,80697.99,2,baixo,Gerente de Desenvolvimento,1
PROJ_1184,Dashboard Analytics,2.7,118018.26,2,alto,Consultor Técnico,1
PROJ_1185,Sistema de Compras,2.9,110197.6,2,médio,Tech Lead,1
PROJ_1186,Sistema de Manutenção,5.3,132233.08,2,médio,Especialista em Dados,1
PROJ_1187,Sistema de Backup Web,7.4,312447.69,2,médio,Analista de Sistemas,0
PROJ_1188,Sistema de Manutenção,9.4,464033.22,2,médio,Analista de Sistemas,1
PROJ_1189,App Mobile de Vendas Plus,10.8,492444.81,3,baixo,Desenvolvedor Senior,0
PROJ_1190,Portal de Fornecedores,2.3,120341.65,3,médio,Consultor Técnico,1
PROJ_1191,Portal Interno,5.9,503074.86,6,baixo,Arquiteto de Software,1
PROJ_1192,App de Delivery Advanced,5.2,218652.27,2,médio,Líder Técnico,1
PROJ_1193,Sistema de Produção,8.2,357509.24,2,médio,Analista de Sistemas,0
PROJ_1194,App Mobile de Vendas,5.8,191223.74,2,alto,Gerente de Desenvolvimento,1
PROJ_1195,Portal do Cliente Web,9.7,389642.49,2,médio,Líder Técnico,1
PROJ_1196,App de Logística V2,3.6,141480.0,2,médio,Desenvolvedor Senior,1
PROJ_1197,Dashboard Analytics,5.6,209852.03,2,baixo,Coordenador de TI,1
PROJ_1198,App de Logística,5.6,180902.09,2,médio,Arquiteto de Software,1
PROJ_1199,Sistema de Segurança,6.9,228430.02,2,médio,Especialista em Dados,0
PROJ_1200,Sistema de Compras,6.7,265930.66,3,médio,Coordenador de TI,1
PROJ_1201,App de Atendimento,8.4,324203.65,2,baixo,Analista de Sistemas,0
PROJ_1202,Sistema Financeiro,4.4,171381.48,2,alto,Tech Lead,1
PROJ_1203,Dashboard Analytics,3.7,149189.81,2,médio,Arquiteto de Software,0
PROJ_1204,Sistema de Qualidade,7.1,259031.52,2,alto,Desenvolvedor Senior,0
PROJ_1205,Plataforma de BI V2,4.3,131336.35,2,médio,Analista de Sistemas,0
PROJ_1206,App de Comunicação,14.2,1085137.45,4,médio,Coordenador de TI,1
PROJ_1207,Portal do Cliente,5.7,227994.54,2,baixo,Consultor Técnico,0
PROJ_1208,Portal de Fornecedores,13.5,1205137.64,5,médio,Líder Técnico,1
PROJ_1209,App de Delivery,5.4,166001.7,2,médio,Gerente de Desenvolvimento,1
PROJ_1210,Plataforma de BI,13.8,1293878.89,7,baixo,Consultor Técnico,1
PROJ_1211,Plataforma IoT,5.8,218916.48,2,médio,Especialista em Dados,0
PROJ_1212,Portal de Relatórios,6.5,236824.75,2,baixo,Especialista em Dados,1
PROJ_1213,Sistema CRM Web,7.4,172295.38,2,baixo,Gerente de Projetos,1
PROJ_1214,Plataforma de Vendas,6.1,387951.19,4,baixo,Consultor Técnico,1
PROJ_1215,Sistema de Segurança,8.9,504789.32,4,alto,Líder Técnico,0
PROJ_1216,Plataforma E-commerce Advanced,6.6,308772.16,2,médio,Analista de Sistemas,0
PROJ_1217,Dashboard Analytics,5.1,203440.79,2,baixo,Desenvolvedor Senior,1
PROJ_1218,Plataforma E-commerce V2,8.7,661699.66,3,baixo,Gerente de Desenvolvimento,1
PROJ_1219,Sistema de RH,8.1,180911.25,2,médio,Analista de Sistemas,1
PROJ_1220,Plataforma de BI,6.7,251395.54,2,médio,Tech Lead,1
PROJ_1221,App de Controle de Acesso,3.3,121049.06,2,médio,Coordenador de TI,1
PROJ_1222,Portal do Cliente,5.3,177315.75,2,médio,Gerente de Desenvolvimento,1
PROJ_1223,Sistema de Produção,8.1,238404.18,2,médio,Arquiteto de Software,1
PROJ_1224,Plataforma de Vendas,2.9,108488.17,2,baixo,Gerente de Projetos,1
PROJ_1225,Sistema de Segurança,4.3,160142.41,2,médio,Líder Técnico,1
PROJ_1226,Plataforma de Vendas,5.2,128876.2,2,médio,Coordenador de TI,1
PROJ_1227,Portal de Fornecedores Mobile,3.2,136579.2,3,médio,Líder Técnico,1
PROJ_1228,Portal de Relatórios,5.0,163507.61,2,alto,Coordenador de TI,1
PROJ_1229,App de Controle de Acesso V2,9.4,405929.38,3,médio,Arquiteto de Software,1
PROJ_1230,Portal de Treinamento,7.2,342006.39,2,alto,Tech Lead,1
PROJ_1231,Sistema de Compras,5.2,197819.03,2,baixo,Gerente de Desenvolvimento,1
PROJ_1232,App de Atendimento,3.8,105589.93,2,alto,Líder Técnico,1
PROJ_1233,App de Logística Pro,3.5,117792.83,2,alto,Gerente de Desenvolvimento,1
PROJ_1234,Plataforma E-commerce,6.1,299685.95,3,alto,Gerente de Desenvolvimento,1
PROJ_1235,App Mobile de Vendas,8.9,348335.07,2,alto,Tech Lead,1
PROJ_1236,Sistema de Backup Web,7.0,210322.67,2,médio,Especialista em Dados,1
PROJ_1237,App de Controle de Acesso Pro,6.7,497542.77,3,alto,Gerente de Projetos,1
PROJ_1238,Plataforma de Cursos,8.0,228787.1,2,alto,Arquiteto de Software,1
PROJ_1239,Sistema CRM Advanced,6.6,396959.14,3,baixo,Coordenador de TI,1
PROJ_1240,Portal de Treinamento Pro,6.9,317166.26,4,alto,Especialista em Dados,1
PROJ_1241,App de Comunicação,6.5,253344.79,2,baixo,Arquiteto de Software,1
PROJ_1242,Portal de Documentos,11.7,1156093.84,4,baixo,Coordenador de TI,1
PROJ_1243,Sistema de RH,2.2,56439.92,2,baixo,Gerente de Desenvolvimento,1
PROJ_1244,Portal de Documentos,3.5,91988.4,2,médio,Consultor Técnico,1
PROJ_1245,Portal de Treinamento,2.5,72930.83,2,alto,Gerente de Projetos,1
